SRR_ID	Tissue	Log2TPM1
SRR12179672	Ovary	0.826115232
SRR12179670	Ovary	0.96203441
SRR6466789	Ovary	1.294695436
SRR12179671	Ovary	1.29980322
SRR5651317	Ovary	1.320381274
SRR5651316	Ovary	1.335389497
SRR5651315	Ovary	1.336625595
SRR11939210	Ovary	1.338300607
SRR6466790	Ovary	1.405855705
SRR10015220	Ovary	1.442362321
SRR5272666	Ovary	1.447867442
SRR5258689	Ovary	1.465775476
SRR5803071	Ovary	1.503255097
SRR5803074	Ovary	1.564970735
SRR5803072	Ovary	1.647390499
SRR5803073	Ovary	1.679899363
SRR6466785	Ovary	1.716736343
SRX1307219	Ovary	1.821294283
SRR2168283	Ovary	1.83506305
SRR10034673	Ovary	1.838696878
SRR6466786	Ovary	1.903293998
SRR6466788	Ovary	1.908224568
SRR9849771	Ovary	1.919941446
SRR10015222	Ovary	1.932143587
SRR10015219	Ovary	1.998631676
SRR2168284	Ovary	2.00849908
SRR6466787	Ovary	2.033795455
SRR10015221	Ovary	2.102572138
SRR7903779	Ovary	2.116506823
SRR7903781	Ovary	2.154624684
SRR10015218	Ovary	2.193698267
SRR3160066	Ovary	2.200914216
SRR7903778	Ovary	2.304247887
SRR11793935	Ovary	2.362540584
SRR3160056	Ovary	2.388410265
SRR2537255	Ovary	2.39377477
SRR6425127	Ovary	2.44696946
SRR2029575	Ovary	2.48460271
SRR3159996	Ovary	2.492272892
SRR3160046	Ovary	2.494440957
SRR3160006	Ovary	2.509183525
SRR3160016	Ovary	2.559998319
SRR3160036	Ovary	2.561764317
SRR2029399	Ovary	2.625538895
SRR6425136	Ovary	2.689862708
SRR3160026	Ovary	2.701911847
SRR9673746	Ovary	2.710266882
SRR10015217	Ovary	2.725261487
SRR6425128	Ovary	2.771893183
SRR9673744	Ovary	2.774913958
SRR2029576	Ovary	2.775590213
SRR3160075	Ovary	2.77677358
SRR8318489	Ovary	2.78783195
SRR7824855	Ovary	2.788400484
SRR2016644	Ovary	2.82769446
SRR10015216	Ovary	2.84811372
SRR9673745	Ovary	2.848533009
SRR2537256	Ovary	2.90940216
SRR2537257	Ovary	2.920457952
SRR11809756	Ovary	3.015227788
SRR3178395	Ovary	3.102956884
SRR6425113	Ovary	3.10870543
SRR6425114	Ovary	3.108736371
SRR8194963	Ovary	3.114929999
SRR6425125	Ovary	3.204479591
SRR10034670	Ovary	3.246764232
SRR6425126	Ovary	3.255936346
SRR6425079	Ovary	3.283898073
SRR10015215	Ovary	3.305999404
SRR6425104	Ovary	3.346989075
SRR2537254	Ovary	3.403714643
SRR6425137	Ovary	3.414776618
SRR6425115	Ovary	3.465254243
SRR2029398	Ovary	3.465965325
SRR6425116	Ovary	3.496308433
SRR2537253	Ovary	3.499541693
SRR7824856	Ovary	3.545317527
SRR6425103	Ovary	3.554075652
SRR11445602	Ovary	3.576715855
SRR6425080	Ovary	3.597901782
SRR2537252	Ovary	3.626246025
SRR7824853	Ovary	3.652202517
SRR11445603	Ovary	3.659339943
SRR6425097	Ovary	3.678289307
SRR11445601	Ovary	3.68258678
SRR6425095	Ovary	3.686480918
SRR10034669	Ovary	3.723965866
SRR6425096	Ovary	3.75664022
SRR10034671	Ovary	3.812027142
SRR6425088	Ovary	3.812639407
SRR2029577	Ovary	3.826371235
SRR6425138	Ovary	3.827562771
SRR10034672	Ovary	3.86780901
SRR9673268	Ovary	3.893608788
SRR9673743	Ovary	3.893608788
SRR9673266	Ovary	3.895756592
SRR9673741	Ovary	3.895756592
SRR9613395	Ovary	3.964596123
SRR6425087	Ovary	3.977518613
SRR9673267	Ovary	4.036999005
SRR9673742	Ovary	4.036999005
SRR6425105	Ovary	4.04311585
SRR6425078	Ovary	4.05806647
SRR10034668	Ovary	4.075980858
SRR9326111	Ovary	4.340762139
SRR9326110	Ovary	4.443073366
SRR9326109	Ovary	4.488408063
SRR9326114	Ovary	4.539911298
SRR8194962	Ovary	4.565944343
SRR9326113	Ovary	4.581679281
SRR8194961	Ovary	4.628787124
SRR9613394	Ovary	4.669225236
SRR9326112	Ovary	4.675029403
SRR9613393	Ovary	4.677945326
SRR6425082	Oviduct	0
SRR6425091	Oviduct	0
SRR6425099	Oviduct	0
SRR6425130	Oviduct	1.91809614
SRR6425140	Oviduct	2.358007402
SRR6425120	Oviduct	2.382720091
SRR6425139	Oviduct	2.385194664
SRR6425107	Oviduct	2.531424632
SRR6425119	Oviduct	2.560928409
SRR6425132	Oviduct	2.572627535
SRR6425129	Oviduct	2.701972378
SRR6425117	Oviduct	2.820516386
SRR6425106	Oviduct	3.08159903
SRR6425108	Oviduct	3.085272866
SRR6425141	Oviduct	3.301921359
SRR6425131	Oviduct	3.38304012
SRR6425081	Oviduct	3.473319486
SRR6425098	Oviduct	3.590879586
SRR6425083	Oviduct	3.648944996
SRR6425118	Oviduct	3.777767183
SRR6425090	Oviduct	3.847763051
SRR6425089	Oviduct	4.480797825
CNR0262794	Pancreas	1.227896918
CNR0262784	Pancreas	1.623666031
CNR0262795	Pancreas	1.767509038
M180_1PG	Pituitary	0.639436859
M180_2PG	Pituitary	0.721657889
Z180_3PG	Pituitary	0.74085073
W30_3PG	Pituitary	0.783453302
W30_1PG	Pituitary	0.892985469
M300_2PG	Pituitary	1.042241587
W30_2PG	Pituitary	1.09534385
M300_1PG	Pituitary	1.148848223
M30_3PG	Pituitary	1.295885208
Z300_1PG	Pituitary	1.533584278
Y30_3PG	Pituitary	1.53636429
Z300_2PG	Pituitary	1.548614669
M300_3PG	Pituitary	1.602806513
W300_3PG	Pituitary	1.653538848
M180_3PG	Pituitary	1.692592795
Y30_1PG	Pituitary	1.697584353
Y30_2PG	Pituitary	1.725887709
M30_2PG	Pituitary	1.759697009
W300_1PG	Pituitary	1.78977056
W300_2PG	Pituitary	1.848866269
W180_2PG	Pituitary	1.904679463
Z180_1PG	Pituitary	1.951718333
M30_1PG	Pituitary	2.028013891
Z30_2_PG	Pituitary	2.159690535
W180_1PG	Pituitary	2.260280138
Z30_1_PG	Pituitary	2.261901445
Y300_1PG	Pituitary	2.347356677
Y300_3PG	Pituitary	2.355088454
Z300_3PG	Pituitary	2.402970426
Y180_2PG	Pituitary	2.424469865
Y180_1PG	Pituitary	2.530291276
Z180_2PG	Pituitary	2.633074968
Y180_3PG	Pituitary	2.704662847
W180_3PG	Pituitary	2.924951376
Y300_2PG	Pituitary	3.498143236
Z30_3_PG	Pituitary	4.133015178
SRR8417717	Skeletal_Muscle	0
SRX1307221	Skeletal_Muscle	0
SRX5226874	Skeletal_Muscle	0
SRR6023818	Skeletal_Muscle	0.070592665
SRX5226879	Skeletal_Muscle	0.144607671
SRR10095873	Skeletal_Muscle	0.201477038
SRR2025285	Skeletal_Muscle	0.202314903
ERR629115	Skeletal_Muscle	0.210168141
SRR7724916	Skeletal_Muscle	0.223107409
SRR7724882	Skeletal_Muscle	0.223181566
SRR7724920	Skeletal_Muscle	0.225473611
SRX5226875	Skeletal_Muscle	0.22812911
SRR7724909	Skeletal_Muscle	0.232363592
SRR7724919	Skeletal_Muscle	0.235872853
SRR1805951	Skeletal_Muscle	0.250845183
SRR2025257	Skeletal_Muscle	0.261329817
SRR7724877	Skeletal_Muscle	0.26271337
SRR7724878	Skeletal_Muscle	0.281681635
SRR11939238	Skeletal_Muscle	0.30472013
SRR6312391	Skeletal_Muscle	0.306137391
SRR7724913	Skeletal_Muscle	0.312237645
SRR7724917	Skeletal_Muscle	0.312666335
SRR11939253	Skeletal_Muscle	0.312730221
SRR7763685	Skeletal_Muscle	0.313445551
SRX1307222	Skeletal_Muscle	0.313630132
SRR7724881	Skeletal_Muscle	0.328249388
SRR11939426	Skeletal_Muscle	0.333638977
SRR11939465	Skeletal_Muscle	0.344634231
SRR11939207	Skeletal_Muscle	0.34494777
SRR11939178	Skeletal_Muscle	0.347040826
SRR11939197	Skeletal_Muscle	0.347464969
ERR2188813	Skeletal_Muscle	0.351298145
ERR629119	Skeletal_Muscle	0.354273858
SRR11939202	Skeletal_Muscle	0.359505428
SRR11939266	Skeletal_Muscle	0.360305837
SRR11939157	Skeletal_Muscle	0.362815477
SRR7724875	Skeletal_Muscle	0.365334198
SRR11939260	Skeletal_Muscle	0.369492169
ERR629118	Skeletal_Muscle	0.370242413
SRR2966620	Skeletal_Muscle	0.37066537
SRR11939175	Skeletal_Muscle	0.370911944
SRR11939914	Skeletal_Muscle	0.372304689
SRR11939245	Skeletal_Muscle	0.377684611
SRR11939257	Skeletal_Muscle	0.37774013
SRR11939451	Skeletal_Muscle	0.37972187
SRR11939258	Skeletal_Muscle	0.382377301
SRR2095545	Skeletal_Muscle	0.383079946
SRR6023715	Skeletal_Muscle	0.384045385
SRR11939205	Skeletal_Muscle	0.385058788
SRR11939432	Skeletal_Muscle	0.388055045
ERR629116	Skeletal_Muscle	0.38819064
SRR11939272	Skeletal_Muscle	0.398494852
SRR10095863	Skeletal_Muscle	0.401397826
SRR11939291	Skeletal_Muscle	0.403575319
SRR11939164	Skeletal_Muscle	0.403598223
SRR11939190	Skeletal_Muscle	0.407483281
SRR11939198	Skeletal_Muscle	0.409347485
SRR11939907	Skeletal_Muscle	0.410235802
SRR7724915	Skeletal_Muscle	0.41118433
SRR10095872	Skeletal_Muscle	0.411909956
SRX8136061	Skeletal_Muscle	0.41466704
SRR11939300	Skeletal_Muscle	0.414711413
SRR7724883	Skeletal_Muscle	0.4177483
SRR11939911	Skeletal_Muscle	0.421871205
SRR11939440	Skeletal_Muscle	0.423171524
SRR6312387	Skeletal_Muscle	0.424336294
SRR7724910	Skeletal_Muscle	0.427604028
SRR11939471	Skeletal_Muscle	0.42795152
ERR629117	Skeletal_Muscle	0.428105934
SRR11939456	Skeletal_Muscle	0.430962833
M180_2DM	Skeletal_Muscle	0.433611144
SRR11939166	Skeletal_Muscle	0.435628594
SRR11939155	Skeletal_Muscle	0.439462504
SRR11939165	Skeletal_Muscle	0.440398394
SRR11939268	Skeletal_Muscle	0.440743882
SRR11939174	Skeletal_Muscle	0.448665239
SRR11939463	Skeletal_Muscle	0.451871006
SRR11939288	Skeletal_Muscle	0.453534436
SRR7724874	Skeletal_Muscle	0.454003181
SRR11020933	Skeletal_Muscle	0.455087557
M180_1LM	Skeletal_Muscle	0.455140176
SRR7724868	Skeletal_Muscle	0.456580136
SRR2973877	Skeletal_Muscle	0.460591604
SRR2973859	Skeletal_Muscle	0.462526681
SRR11939430	Skeletal_Muscle	0.46488361
SRR11939177	Skeletal_Muscle	0.467973268
SRR7724911	Skeletal_Muscle	0.468264247
SRR7724891	Skeletal_Muscle	0.469536979
SRR11939916	Skeletal_Muscle	0.470190108
ERR2188818	Skeletal_Muscle	0.470872088
SRR11939917	Skeletal_Muscle	0.474262624
SRR1004851	Skeletal_Muscle	0.475259241
ERX2244938	Skeletal_Muscle	0.476368207
SRR7763692	Skeletal_Muscle	0.476473976
SRR11939443	Skeletal_Muscle	0.477637957
SRR11939464	Skeletal_Muscle	0.478228399
SRR11939265	Skeletal_Muscle	0.483190979
SRR11939293	Skeletal_Muscle	0.483768837
ERR2188808	Skeletal_Muscle	0.483779153
SRR2973874	Skeletal_Muscle	0.485319652
SRR11939905	Skeletal_Muscle	0.486405467
SRR7724925	Skeletal_Muscle	0.48699645
SRR11939294	Skeletal_Muscle	0.488622976
SRR4299264	Skeletal_Muscle	0.488835801
SRR11939428	Skeletal_Muscle	0.489911783
ERR629114	Skeletal_Muscle	0.491883873
SRR11939452	Skeletal_Muscle	0.492343401
SRR11939915	Skeletal_Muscle	0.493174897
SRR11939298	Skeletal_Muscle	0.493406523
SRR7724866	Skeletal_Muscle	0.495473114
SRR10095862	Skeletal_Muscle	0.499988205
SRR11939431	Skeletal_Muscle	0.500448218
M30_3LM	Skeletal_Muscle	0.501209824
ERX2244934	Skeletal_Muscle	0.501419782
M180_2LM	Skeletal_Muscle	0.502128926
SRR2973885	Skeletal_Muscle	0.502272546
SRX7051125	Skeletal_Muscle	0.50247522
D100_92.1	Skeletal_Muscle	0.505427567
SRR11939252	Skeletal_Muscle	0.507142077
SRR11939427	Skeletal_Muscle	0.507622141
SRR11939467	Skeletal_Muscle	0.508852525
W180_3LM	Skeletal_Muscle	0.510830299
SRR11939458	Skeletal_Muscle	0.515432907
SRR11939429	Skeletal_Muscle	0.515999005
SRR5802570	Skeletal_Muscle	0.517682866
SRR2966625	Skeletal_Muscle	0.519051697
SRR2973883	Skeletal_Muscle	0.523353189
SRR11939909	Skeletal_Muscle	0.52455118
SRR7763686	Skeletal_Muscle	0.525725129
SRR7724904	Skeletal_Muscle	0.529291237
SRR7724867	Skeletal_Muscle	0.529358211
M180_1DM	Skeletal_Muscle	0.532725894
SRR11939424	Skeletal_Muscle	0.533479625
SRR11939251	Skeletal_Muscle	0.536396121
ERR2188804	Skeletal_Muscle	0.541647654
SRR11939444	Skeletal_Muscle	0.541895411
SRR11020939	Skeletal_Muscle	0.543978846
SRR7724889	Skeletal_Muscle	0.544792983
SRR11020934	Skeletal_Muscle	0.545625441
SRR11939158	Skeletal_Muscle	0.546649042
Z300_3LM	Skeletal_Muscle	0.548024226
Z180_3DM	Skeletal_Muscle	0.550048583
SRX8136050	Skeletal_Muscle	0.553023262
SRR11020930	Skeletal_Muscle	0.553433251
SRR11939470	Skeletal_Muscle	0.553882433
SRR11939168	Skeletal_Muscle	0.55407209
SRR11939186	Skeletal_Muscle	0.556474541
SRR11939275	Skeletal_Muscle	0.557957997
SRR11939187	Skeletal_Muscle	0.558304864
SRR11939264	Skeletal_Muscle	0.558732945
SRR11939173	Skeletal_Muscle	0.559562294
SRR11939261	Skeletal_Muscle	0.560134826
SRR11939425	Skeletal_Muscle	0.561996672
SRR11939188	Skeletal_Muscle	0.562744059
SRR6023776	Skeletal_Muscle	0.563749734
W300_2LM	Skeletal_Muscle	0.563802439
SRR11939239	Skeletal_Muscle	0.56627937
M30_1LM	Skeletal_Muscle	0.566351469
ERX2244933	Skeletal_Muscle	0.567064469
SRR11939154	Skeletal_Muscle	0.569125511
SRR2966619	Skeletal_Muscle	0.569574696
SRR7724914	Skeletal_Muscle	0.569957656
SRR11939189	Skeletal_Muscle	0.572534649
SRR11939295	Skeletal_Muscle	0.575375266
SRR11939240	Skeletal_Muscle	0.575883486
SRR11939290	Skeletal_Muscle	0.576018014
ERR3417935	Skeletal_Muscle	0.577277511
SRR7724890	Skeletal_Muscle	0.577695166
Z300_3DM	Skeletal_Muscle	0.580768748
M300_2DM	Skeletal_Muscle	0.581024344
CNR0262775	Skeletal_Muscle	0.583248523
SRR2973879	Skeletal_Muscle	0.586072948
SRR11939473	Skeletal_Muscle	0.586128689
Z30_2_LM	Skeletal_Muscle	0.587198867
SRR11939913	Skeletal_Muscle	0.58796115
SRR6023802	Skeletal_Muscle	0.588029294
SRR11939228	Skeletal_Muscle	0.589259175
ERR2188806	Skeletal_Muscle	0.589859344
SRR2966624	Skeletal_Muscle	0.591711966
SRR11939199	Skeletal_Muscle	0.593757239
SRR11939216	Skeletal_Muscle	0.594096562
SRR2973869	Skeletal_Muscle	0.597910599
SRR11939447	Skeletal_Muscle	0.600087026
SRR11939218	Skeletal_Muscle	0.603651742
SRR11939441	Skeletal_Muscle	0.604902532
SRR11020931	Skeletal_Muscle	0.606591938
SRR5802568	Skeletal_Muscle	0.60666963
SRR11939213	Skeletal_Muscle	0.607943366
SRR11939267	Skeletal_Muscle	0.612389303
M30_1DM	Skeletal_Muscle	0.61572232
SRR2966623	Skeletal_Muscle	0.618489578
SRR2973882	Skeletal_Muscle	0.619923792
SRX7051123	Skeletal_Muscle	0.62099922
SRR11939201	Skeletal_Muscle	0.62107614
SRR2973865	Skeletal_Muscle	0.623048385
SRR11939271	Skeletal_Muscle	0.623592527
SRX1307223	Skeletal_Muscle	0.624563232
SRR2973881	Skeletal_Muscle	0.626288668
SRR7724887	Skeletal_Muscle	0.630106277
SRR2973857	Skeletal_Muscle	0.630439022
SRR11939461	Skeletal_Muscle	0.630575081
SRR2025299	Skeletal_Muscle	0.63321636
D60_217	Skeletal_Muscle	0.634806985
M30_3DM	Skeletal_Muscle	0.63549531
SRR11939269	Skeletal_Muscle	0.635852812
SRR7724880	Skeletal_Muscle	0.639461865
SRR6023713	Skeletal_Muscle	0.641717108
SRR11939449	Skeletal_Muscle	0.642063827
D140_303.1	Skeletal_Muscle	0.642861426
SRR7763688	Skeletal_Muscle	0.643372286
SRR2973867	Skeletal_Muscle	0.645357658
SRR11939176	Skeletal_Muscle	0.645780961
SRR11939206	Skeletal_Muscle	0.646737777
W300_1DM	Skeletal_Muscle	0.651125647
SRR5802569	Skeletal_Muscle	0.651240478
W180_3DM	Skeletal_Muscle	0.653295783
SRR2973864	Skeletal_Muscle	0.656043241
M30_2LM	Skeletal_Muscle	0.658386081
SRR11939196	Skeletal_Muscle	0.665373668
SRR7724876	Skeletal_Muscle	0.667280865
SRR10764646	Skeletal_Muscle	0.668227164
SRX7051120	Skeletal_Muscle	0.669718005
SRX4617964	Skeletal_Muscle	0.67085121
SRR11939273	Skeletal_Muscle	0.671017037
W30_1LM	Skeletal_Muscle	0.671571466
SRR2973873	Skeletal_Muscle	0.671694644
W30_3DM	Skeletal_Muscle	0.67405834
SRR11939289	Skeletal_Muscle	0.677258356
SRR11939918	Skeletal_Muscle	0.678252231
W30_3LM	Skeletal_Muscle	0.680177604
SRR2966622	Skeletal_Muscle	0.684295413
ERR2188810	Skeletal_Muscle	0.688642305
SRR6023815	Skeletal_Muscle	0.689883278
SRR11939908	Skeletal_Muscle	0.690901563
SRR8921155	Skeletal_Muscle	0.69566249
SRR11939466	Skeletal_Muscle	0.695704355
SRR6023785	Skeletal_Muscle	0.6969277
SRR2973875	Skeletal_Muscle	0.69801662
SRR2966626	Skeletal_Muscle	0.69905762
SRR11939246	Skeletal_Muscle	0.702044877
SRR11939276	Skeletal_Muscle	0.702311787
Z300_1LM	Skeletal_Muscle	0.703079431
M30_2DM	Skeletal_Muscle	0.703751006
ERR2188809	Skeletal_Muscle	0.703861724
SRR8606199	Skeletal_Muscle	0.705248963
ERX1886692	Skeletal_Muscle	0.707224382
SRR2973856	Skeletal_Muscle	0.708866147
M180_3DM	Skeletal_Muscle	0.709829671
SRR6023821	Skeletal_Muscle	0.71068589
SRR8601593	Skeletal_Muscle	0.711586531
SRR6023697	Skeletal_Muscle	0.712154651
SRR11939462	Skeletal_Muscle	0.712976927
SRR11939244	Skeletal_Muscle	0.713126542
SRR11939906	Skeletal_Muscle	0.714403793
SRR2973884	Skeletal_Muscle	0.714896974
SRR11939215	Skeletal_Muscle	0.716470333
SRR2973862	Skeletal_Muscle	0.718400646
SRR2966621	Skeletal_Muscle	0.719525177
SRR11020932	Skeletal_Muscle	0.719823036
ERR2775669	Skeletal_Muscle	0.720361653
M300_3LM	Skeletal_Muscle	0.720693481
ERR2775659	Skeletal_Muscle	0.721256277
SRR2973872	Skeletal_Muscle	0.722396948
SRR5042832	Skeletal_Muscle	0.72372106
ERR2775678	Skeletal_Muscle	0.725808328
W30_1DM	Skeletal_Muscle	0.726247919
SRR11939167	Skeletal_Muscle	0.727194678
SRR2973870	Skeletal_Muscle	0.727893451
SRR11939904	Skeletal_Muscle	0.729438786
ERX2244937	Skeletal_Muscle	0.729960778
SRR12697126	Skeletal_Muscle	0.731084162
SRR11939442	Skeletal_Muscle	0.732338673
SRR7724903	Skeletal_Muscle	0.732382092
SRR10764621	Skeletal_Muscle	0.733455
SRR2966629	Skeletal_Muscle	0.733743924
SRR7763683	Skeletal_Muscle	0.734709187
SRR7724892	Skeletal_Muscle	0.735576765
SRX5226864	Skeletal_Muscle	0.738507588
ERR2188807	Skeletal_Muscle	0.739098052
SRX8136055	Skeletal_Muscle	0.739982863
ERR2188811	Skeletal_Muscle	0.740878355
SRR1805962	Skeletal_Muscle	0.741380692
SRR10764662	Skeletal_Muscle	0.741809525
SRR11939156	Skeletal_Muscle	0.742391741
SRR11939912	Skeletal_Muscle	0.742421923
ERR2188819	Skeletal_Muscle	0.742771995
Z180_2DM	Skeletal_Muscle	0.742868551
ERR2188812	Skeletal_Muscle	0.743712283
SRR11939469	Skeletal_Muscle	0.745406013
SRR11939459	Skeletal_Muscle	0.748147756
CNR0262766	Skeletal_Muscle	0.750235172
SRR7778973	Skeletal_Muscle	0.750759984
SRX8136057	Skeletal_Muscle	0.75192298
SRR6312386	Skeletal_Muscle	0.75434794
SRR2973861	Skeletal_Muscle	0.754981541
SRR6023782	Skeletal_Muscle	0.757624955
SRX8136063	Skeletal_Muscle	0.75975921
M300_2LM	Skeletal_Muscle	0.75985634
SRR6023771	Skeletal_Muscle	0.760007135
W300_1LM	Skeletal_Muscle	0.760949031
SRR4299258	Skeletal_Muscle	0.763223736
Y180_1DM	Skeletal_Muscle	0.768287666
SRR7778987	Skeletal_Muscle	0.769042169
M180_3LM	Skeletal_Muscle	0.770959253
SRR11939204	Skeletal_Muscle	0.772730248
ERR2188805	Skeletal_Muscle	0.77506403
W300_3DM	Skeletal_Muscle	0.775304282
SRR2966628	Skeletal_Muscle	0.77694114
Z30_1_LM	Skeletal_Muscle	0.777680192
SRR6023702	Skeletal_Muscle	0.780663694
SRR6312384	Skeletal_Muscle	0.781718087
SRX8136059	Skeletal_Muscle	0.782468117
M300_1DM	Skeletal_Muscle	0.783595783
SRR2966627	Skeletal_Muscle	0.783814507
SRR6023709	Skeletal_Muscle	0.784323897
SRR11939448	Skeletal_Muscle	0.787313767
Z180_1DM	Skeletal_Muscle	0.791079724
SRR10764498	Skeletal_Muscle	0.793221705
SRR12697127	Skeletal_Muscle	0.793632075
SRR10764610	Skeletal_Muscle	0.794705312
W180_2DM	Skeletal_Muscle	0.795676361
SRR10764509	Skeletal_Muscle	0.79935675
SRR2973863	Skeletal_Muscle	0.799520879
SRR8601583	Skeletal_Muscle	0.801537805
SRR6312392	Skeletal_Muscle	0.803384939
SRR10764657	Skeletal_Muscle	0.803879202
SRR11939263	Skeletal_Muscle	0.804945672
SRR8921154	Skeletal_Muscle	0.807657444
SRR2973876	Skeletal_Muscle	0.808003577
SRR11939287	Skeletal_Muscle	0.812486725
SRR6312390	Skeletal_Muscle	0.813143751
SRR11939262	Skeletal_Muscle	0.813858748
SRR5042855	Skeletal_Muscle	0.814053239
SRR7724888	Skeletal_Muscle	0.816370332
SRR5042854	Skeletal_Muscle	0.81852829
W300_3LM	Skeletal_Muscle	0.819690253
SRR7724865	Skeletal_Muscle	0.82008009
SRR8275388	Skeletal_Muscle	0.821097909
SRR6023701	Skeletal_Muscle	0.821607366
SRR11020928	Skeletal_Muscle	0.824391502
Z300_2LM	Skeletal_Muscle	0.826670101
SRR6312388	Skeletal_Muscle	0.828352114
SRR11939229	Skeletal_Muscle	0.82840005
SRX8136058	Skeletal_Muscle	0.830474389
SRR8601594	Skeletal_Muscle	0.835059006
ERR777781	Skeletal_Muscle	0.835588619
SRR7724922	Skeletal_Muscle	0.836110764
SRR6023753	Skeletal_Muscle	0.840466457
SRR8601585	Skeletal_Muscle	0.840809641
SRR6853385	Skeletal_Muscle	0.841364523
SRR7763623	Skeletal_Muscle	0.841928047
SRR6023673	Skeletal_Muscle	0.843535293
SRR7724912	Skeletal_Muscle	0.843938031
W180_2LM	Skeletal_Muscle	0.844875708
SRR11939274	Skeletal_Muscle	0.844889363
SRR10764645	Skeletal_Muscle	0.846149074
ERR2775651	Skeletal_Muscle	0.848131552
Y300_3LM	Skeletal_Muscle	0.849682272
SRR11939200	Skeletal_Muscle	0.850150524
M300_3DM	Skeletal_Muscle	0.854024381
SRR6853384	Skeletal_Muscle	0.854304506
Z30_2_DM	Skeletal_Muscle	0.854942766
SRR5802567	Skeletal_Muscle	0.855783242
SRR2973858	Skeletal_Muscle	0.858433831
SRR8224439	Skeletal_Muscle	0.860879391
SRX8136080	Skeletal_Muscle	0.861450432
SRR7778994	Skeletal_Muscle	0.863423903
ERR2775668	Skeletal_Muscle	0.863646711
SRR11020929	Skeletal_Muscle	0.864918674
ERR1464213	Skeletal_Muscle	0.867535943
Y30_1DM	Skeletal_Muscle	0.869080174
SRR7763684	Skeletal_Muscle	0.869137043
CNR0262748	Skeletal_Muscle	0.871477015
SRR7724884	Skeletal_Muscle	0.874132013
Z30_3_DM	Skeletal_Muscle	0.874450756
SRR8921153	Skeletal_Muscle	0.877269162
Z300_2DM	Skeletal_Muscle	0.878489156
CNR0262739	Skeletal_Muscle	0.880217675
SRR11939163	Skeletal_Muscle	0.881313005
SRR11939910	Skeletal_Muscle	0.882272107
ERX2933245	Skeletal_Muscle	0.886371433
SRR7724873	Skeletal_Muscle	0.886553269
SRR6023760	Skeletal_Muscle	0.887223443
SRR7778977	Skeletal_Muscle	0.888047666
SRX8136062	Skeletal_Muscle	0.890101105
SRR7778990	Skeletal_Muscle	0.891518733
SRR4299126	Skeletal_Muscle	0.891725581
SRR8601592	Skeletal_Muscle	0.895266941
SRR6023807	Skeletal_Muscle	0.901151504
W300_2DM	Skeletal_Muscle	0.901817249
SRR6023810	Skeletal_Muscle	0.903539655
SRR6023672	Skeletal_Muscle	0.906794413
Y180_1LM	Skeletal_Muscle	0.909018828
SRR7778986	Skeletal_Muscle	0.909068767
SRR6023727	Skeletal_Muscle	0.910383457
D120_301	Skeletal_Muscle	0.911206832
SRR6023749	Skeletal_Muscle	0.911446926
SRR6312382	Skeletal_Muscle	0.912075738
SRR7763624	Skeletal_Muscle	0.913177032
SRR6023700	Skeletal_Muscle	0.916879396
SRR4299262	Skeletal_Muscle	0.919106639
SRR7778980	Skeletal_Muscle	0.919641367
SRR7778988	Skeletal_Muscle	0.92241633
SRR8921156	Skeletal_Muscle	0.93183129
SRR2973866	Skeletal_Muscle	0.932002948
SRX4617968	Skeletal_Muscle	0.934151866
SRR4299135	Skeletal_Muscle	0.934333063
SRR8921157	Skeletal_Muscle	0.934698407
SRR8275389	Skeletal_Muscle	0.934724069
SRR3105570	Skeletal_Muscle	0.939565863
SRX8136073	Skeletal_Muscle	0.939815574
W180_1LM	Skeletal_Muscle	0.940033659
SRR6023783	Skeletal_Muscle	0.940614809
SRR6023685	Skeletal_Muscle	0.941800441
SRR6853388	Skeletal_Muscle	0.943135176
ERR2775679	Skeletal_Muscle	0.943470543
SRX8136054	Skeletal_Muscle	0.945338765
SRR7724885	Skeletal_Muscle	0.945566504
ERR2775643	Skeletal_Muscle	0.945941747
SRR8606195	Skeletal_Muscle	0.951089405
SRR6023750	Skeletal_Muscle	0.953003686
ERR2775666	Skeletal_Muscle	0.953167628
SRX8136070	Skeletal_Muscle	0.953368804
Z300_1DM	Skeletal_Muscle	0.95367275
ERX1886673	Skeletal_Muscle	0.95424471
SRR2973860	Skeletal_Muscle	0.955183335
SRR2973886	Skeletal_Muscle	0.955800068
SRR7724886	Skeletal_Muscle	0.956300551
ERR2743110	Skeletal_Muscle	0.956522107
Y300_2DM	Skeletal_Muscle	0.958887208
SRR6023681	Skeletal_Muscle	0.960519865
SRR4299134	Skeletal_Muscle	0.962342459
SRR7778967	Skeletal_Muscle	0.9634941
W180_1DM	Skeletal_Muscle	0.963736745
ERR2775663	Skeletal_Muscle	0.964033337
SRR2973880	Skeletal_Muscle	0.965552327
SRX8136076	Skeletal_Muscle	0.967679917
ERR2775662	Skeletal_Muscle	0.971183376
SRR7724907	Skeletal_Muscle	0.97144754
Y180_2DM	Skeletal_Muscle	0.972144877
D100_92.2	Skeletal_Muscle	0.972971977
Y30_2LM	Skeletal_Muscle	0.973536338
Z180_1LM	Skeletal_Muscle	0.97356646
SRR4299357	Skeletal_Muscle	0.973924208
SRR4299281	Skeletal_Muscle	0.974568224
SRR11939903	Skeletal_Muscle	0.976489018
ERR2775660	Skeletal_Muscle	0.977708546
ERR2775671	Skeletal_Muscle	0.978066733
