SRR_ID	Tissue	Log2TPM1
SRR8768402	Brain	6.108511242
SRR7144124	Brain	6.113309355
SRR8768392	Brain	6.119625806
SRR8768397	Brain	6.14797196
SRR8768399	Brain	6.162015867
ERR266361	Brain	6.167229093
SRR8768387	Brain	6.196480323
ERR266396	Brain	6.205528717
SRR8768391	Brain	6.205800344
ERR266390	Brain	6.250850715
ERR3418014	Brain	6.26939615
ERR266406	Brain	6.27890826
ERR3417916	Brain	6.34779194
ERR3418018	Brain	6.390817838
ERR266379	Brain	6.463785195
ERR266392	Brain	6.529502472
SRR5801912	Breast	2.16649565
SRR5801913	Breast	2.242400682
SRR5801910	Breast	2.267512127
SRR5801911	Breast	2.280421586
SRR6669131	Ear	1.469722427
SRR6669133	Ear	1.560490953
SRR6669132	Ear	1.60904242
SRR3437128	Ear	2.535643664
SRR3437131	Ear	2.833389657
SRR3437133	Ear	2.944822472
SRR3437129	Ear	3.061409171
SRR3437132	Ear	3.131726109
SRR3437130	Ear	3.183449831
SRR8417718	Heart	0
SRR8417719	Heart	0
SRR8417722	Heart	0
SRR8417724	Heart	0
SRR8417726	Heart	0
SRR8417761	Heart	0
SRR8417796	Heart	0
SRR8417799	Heart	0
SRX5226849	Heart	0
SRX5226851	Heart	0
SRX5226854	Heart	0
SRX5226855	Heart	0
SRX5226856	Heart	0
SRX5226857	Heart	0
SRX5226866	Heart	0
SRX5226868	Heart	0
SRX5226872	Heart	0
SRX5226876	Heart	0
SRX5226848	Heart	0.079556293
SRX5226845	Heart	0.142629091
SRR8417800	Heart	0.145640939
SRR8417790	Heart	0.172405586
SRX5226865	Heart	0.216705666
SRR8417721	Heart	0.217542181
SRX5226869	Heart	0.22584375
SRX5226858	Heart	0.246344844
ERX1886668	Heart	0.363495191
SRR2564757	Heart	0.390472892
SRX5226863	Heart	0.411379601
SRX5226871	Heart	0.411695234
SRR11939232	Heart	0.456890238
SRR11939230	Heart	0.46566004
SRR11939182	Heart	0.501672505
SRR11939180	Heart	0.514826199
SRR11939233	Heart	0.519024515
SRX5226870	Heart	0.550135292
SRR8417795	Heart	0.567901697
SRX5226873	Heart	0.594474024
SRR11939179	Heart	0.638328749
SRR11939185	Heart	0.642384583
SRR11939231	Heart	0.643926361
SRR11939234	Heart	0.67421295
SRR11939183	Heart	0.786927516
SRR11939184	Heart	0.809070297
ERR926733	Heart	0.843115555
SRR10764542	Heart	0.893100444
SRX5226867	Heart	0.910258336
SRR10764465	Heart	0.959388848
ERR926734	Heart	1.100631225
ERR926737	Heart	1.113022326
SRR8417723	Heart	1.116690125
ERR926736	Heart	1.134556763
ERR789428	Heart	1.13837478
ERR789444	Heart	1.156627015
SRR8417798	Heart	1.174473534
ERR926739	Heart	1.216612552
ERX1886679	Heart	1.226106492
CNR0262747	Heart	1.24854698
SRR8417802	Heart	1.253088889
SRR10764696	Heart	1.255787733
SRR10764553	Heart	1.262831813
CNR0262765	Heart	1.271299569
ERR926745	Heart	1.291182121
CNR0262774	Heart	1.296732851
SRR10764650	Heart	1.317971421
CNR0262756	Heart	1.328959938
SRR10764654	Heart	1.37695156
SRR10764651	Heart	1.378402862
SRR5190408	Heart	1.43077501
SRX5226852	Heart	1.49631815
SRR7903788	Heart	1.500101947
SRR5133954	Heart	1.502607096
SRR5190392	Heart	1.502684994
SRX5226878	Heart	1.504618359
SRR5804149	Heart	1.524419289
SRR653843	Heart	1.557587521
ERR926727	Heart	1.568329372
ERR926748	Heart	1.568617822
SRR5803029	Heart	1.604018171
SRR5803026	Heart	1.616633411
SRR3160008	Heart	1.625107271
SRR3159988	Heart	1.626825984
SRR7903789	Heart	1.628284606
SRR3160058	Heart	1.640225266
SRR5804148	Heart	1.648515143
ERR926749	Heart	1.65181725
ERR926746	Heart	1.664633018
SRR5803027	Heart	1.676193376
SRR7903790	Heart	1.686499183
SRR5190394	Heart	1.692345509
SRR5133960	Heart	1.699817227
SRR3160028	Heart	1.705786856
SRR5190397	Heart	1.709622814
SRR5803028	Heart	1.734922446
SRX5226859	Heart	1.744328611
ERR926730	Heart	1.754044294
CNR0262783	Heart	1.758062637
ERR926747	Heart	1.778933107
SRR5190411	Heart	1.79458139
SRR5133961	Heart	1.812189322
SRR10764708	Heart	1.814201756
SRR3159998	Heart	1.862949628
ERR926731	Heart	1.885286968
ERR926740	Heart	1.891893526
CNR0262793	Heart	1.892008199
SRX5226846	Heart	1.907520627
SRR5133958	Heart	1.946249133
SRX5226850	Heart	1.966101135
ERR926742	Heart	1.98780035
SRR5133955	Heart	2.034479152
ERR926728	Heart	2.052989311
SRR3160018	Heart	2.099200929
ERR789436	Heart	2.124167312
SRR3160068	Heart	2.132227724
SRR5190414	Heart	2.164400135
SRR3160038	Heart	2.218932093
SRR5133959	Heart	2.23928377
SRR3160048	Heart	2.257155786
SRR5133957	Heart	2.258353993
ERR926741	Heart	2.264470075
SRR5133956	Heart	2.280424853
SRR8318481	Heart	2.297713804
SRR6261050	Heart	2.40310599
ERR926743	Heart	2.507966612
ERR926744	Heart	2.630439721
ERR926729	Heart	2.693022321
ERR926738	Heart	2.699950229
ERR926732	Heart	2.705237902
SRR8417801	Heart	2.822846171
ERR926735	Heart	3.016902756
ERR926750	Heart	3.43043636
M30_1HT	Hypothalamus	2.614097305
M180_1HT	Hypothalamus	2.61597015
M180_2HT	Hypothalamus	2.887599938
Z300_3HT	Hypothalamus	2.955785006
M180_3HT	Hypothalamus	3.064776473
M300_3HT	Hypothalamus	3.183653562
M30_2HT	Hypothalamus	3.261687863
M30_3HT	Hypothalamus	3.307378977
W180_3HT	Hypothalamus	3.343283162
Y300_3HT	Hypothalamus	3.383068883
Y30_3HT	Hypothalamus	3.40055651
Y300_2HT	Hypothalamus	3.41125322
Y180_3HT	Hypothalamus	3.425463333
W300_2HT	Hypothalamus	3.4600525
SRR12697108	Hypothalamus	3.471208665
Y180_1HT	Hypothalamus	3.487077511
Z300_2HT	Hypothalamus	3.611773771
W30_3HT	Hypothalamus	3.681231327
Z300_1HT	Hypothalamus	3.700990611
Z180_3HT	Hypothalamus	3.707600215
Z30_3_HT	Hypothalamus	3.82406405
W180_2HT	Hypothalamus	3.839736114
SRR12697109	Hypothalamus	3.859703539
Z30_2_HT	Hypothalamus	3.873956378
M300_2HT	Hypothalamus	3.945274332
W30_1HT	Hypothalamus	4.082850478
W300_1HT	Hypothalamus	4.112618072
M300_4HT	Hypothalamus	4.180719796
W180_1HT	Hypothalamus	4.198135557
Y300_1HT	Hypothalamus	4.258111083
W300_3HT	Hypothalamus	4.281348475
Z180_2HT	Hypothalamus	4.432062654
Z180_1HT	Hypothalamus	4.835501105
Y180_2HT	Hypothalamus	4.885027882
Y30_1HT	Hypothalamus	5.106640447
Y30_2HT	Hypothalamus	5.54261026
SRX5611583	Kidney	0.231654817
SRR11939241	Kidney	0.258241515
SRR11939242	Kidney	0.370502451
ERX1886678	Kidney	0.375346432
SRR11939243	Kidney	0.401823759
ERX1886667	Kidney	0.539689873
SRR636928	Kidney	0.68249779
SRR2564761	Kidney	0.802538181
SRR10764635	Kidney	0.858467251
SRR5804040	Kidney	0.933583968
SRR5804041	Kidney	0.999258986
SRR653846	Kidney	1.140596099
SRR5190504	Kidney	1.197319403
ERR789445	Kidney	1.316016531
SRR636929	Kidney	1.359667906
SRR10764639	Kidney	1.406181803
ERR789429	Kidney	1.417783939
SRR3160002	Kidney	1.423916956
SRR5190505	Kidney	1.678279278
ERR789437	Kidney	1.813148267
SRR5190448	Kidney	1.855916764
SRR8318485	Kidney	1.947443237
SRR3160012	Kidney	1.984786557
SRR3160052	Kidney	2.004224512
SRR5190449	Kidney	2.052296592
SRR3160062	Kidney	2.054576232
SRR3159992	Kidney	2.056602949
SRR5190506	Kidney	2.087002803
SRR3160022	Kidney	2.184013316
SRR3160042	Kidney	2.216860532
SRR3160032	Kidney	2.272529985
SRR3160071	Kidney	2.301537312
SRR5190447	Kidney	2.438797973
SRR6261051	Kidney	2.557629425
SRR11939277	Large_Intestine	0.650009933
SRR11939278	Large_Intestine	1.205881045
SRR11939279	Large_Intestine	1.310372116
SRR3963545	Liver	0.366928124
SRR689227	Liver	0.988853347
SRR689225	Liver	1.011763257
M180_2LV	Liver	1.016023426
Z30_2LV	Liver	1.039684479
ERR1815473	Liver	1.060394696
SRR7041922	Liver	1.109233503
SRR7041948	Liver	1.126584386
SRR7041935	Liver	1.160785978
SRR7041953	Liver	1.166855531
SRR7041912	Liver	1.180880483
SRR7041930	Liver	1.192894192
SRR7138110	Liver	1.199824968
SRR7041924	Liver	1.214734091
SRR7041921	Liver	1.218045841
SRR7041913	Liver	1.223652992
SRR689228	Liver	1.235813435
SRR11939224	Liver	1.236161947
SRR7041939	Liver	1.260794688
W300_2LV	Liver	1.30950684
SRR7041943	Liver	1.364449728
SRR8310838	Liver	1.390396398
SRR11939227	Liver	1.410220604
SRR7041932	Liver	1.411009648
SRR8310837	Liver	1.453110854
SRR7041914	Liver	1.470973057
SRR8141477	Liver	1.503101395
SRR8141479	Liver	1.522285798
SRR689222	Liver	1.544250935
SRR7041923	Liver	1.549526249
SRR11939226	Liver	1.55909823
SRR7041952	Liver	1.563128837
SRR7041917	Liver	1.576220749
SRR7041947	Liver	1.579490091
W30_3LV	Liver	1.588398752
SRR7138121	Liver	1.594607307
SRR7041907	Liver	1.602715313
SRR7041936	Liver	1.612952573
SRR7041946	Liver	1.614781918
ERR2206081	Liver	1.616987151
SRR7041908	Liver	1.640448331
SRR7138118	Liver	1.65311277
M300_2LV	Liver	1.654056027
ERX2260439	Liver	1.66019481
SRR7138109	Liver	1.681933156
SRR7041945	Liver	1.6846693
M180_3LV	Liver	1.687780512
SRR7041925	Liver	1.695366728
W30_1LV	Liver	1.728269272
SRR7041911	Liver	1.728536163
SRR7041950	Liver	1.741129545
SRR3621732	Liver	1.769609691
SRR10764649	Liver	1.773892549
SRR7138112	Liver	1.777671356
ERX2260443	Liver	1.777942726
SRR7041927	Liver	1.780478929
SRR10095865	Liver	1.781307671
SRR7041940	Liver	1.78958028
SRR7041906	Liver	1.807621178
SRR7138120	Liver	1.818882866
SRR7041928	Liver	1.840529299
SRR8141480	Liver	1.869700483
SRR8141478	Liver	1.875261464
SRR7041931	Liver	1.883165259
SRR7041915	Liver	1.883630591
SRR7041942	Liver	1.917938853
SRR7041929	Liver	1.919251973
SRR689223	Liver	1.919624207
SRR10764648	Liver	1.935566484
SRR7041938	Liver	1.935584965
Y180_2LV	Liver	1.939461302
SRR7041916	Liver	1.962062182
SRR7041909	Liver	1.980657461
ERR2206080	Liver	1.987442025
W30_2LV	Liver	1.994913479
ERR2206068	Liver	1.99492868
SRR7138106	Liver	1.996134897
SRR7041910	Liver	1.998556583
SRR7138105	Liver	2.008308316
SRR7041926	Liver	2.012011868
ERR2206067	Liver	2.021143889
SRR8141481	Liver	2.026472893
SRR7138098	Liver	2.031902591
SRR689230	Liver	2.033908546
ERR2206066	Liver	2.037189264
W300_3L	Liver	2.040559328
ERX2260442	Liver	2.041757087
ERR2206072	Liver	2.05608717
SRR5801705	Liver	2.058231282
SRR7041951	Liver	2.065182118
SRR10799618	Liver	2.067351319
ERR2206071	Liver	2.06781801
SRR8310836	Liver	2.077946398
CNR0262767	Liver	2.087329428
SRR689229	Liver	2.087345724
Y300_3LV	Liver	2.09859574
Y300_1LV	Liver	2.10289996
SRR6253567	Liver	2.103467762
SRR10764632	Liver	2.10501222
SRR10764643	Liver	2.105521532
M30_1LV	Liver	2.113610495
SRR10095860	Liver	2.121579434
SRR689221	Liver	2.129677355
M180_1LV	Liver	2.141564563
SRR5801704	Liver	2.149702253
ERR2206074	Liver	2.16100858
M30_2LV	Liver	2.171434233
SRR7041920	Liver	2.173819505
SRR7041933	Liver	2.183428075
SRR689224	Liver	2.194741413
SRR7041937	Liver	2.197543044
SRR7138101	Liver	2.199418251
W180_3LV	Liver	2.200460096
SRR10799631	Liver	2.205518571
SRR7041941	Liver	2.214794695
SRR3621730	Liver	2.217733865
M300_1LV	Liver	2.230513842
ERR2206069	Liver	2.234828695
Y300_2LV	Liver	2.238297116
SRR7041919	Liver	2.259178765
SRR10095864	Liver	2.265781625
SRR7041944	Liver	2.269585575
SRR7041949	Liver	2.269687299
SRR2564758	Liver	2.281954575
ERX2260438	Liver	2.283236996
SRR8793324	Liver	2.286841532
Y180_3LV	Liver	2.299988383
Z300_1LV	Liver	2.327181183
CNR0262751	Liver	2.340158885
Z180_2LV	Liver	2.340767906
ERR2206075	Liver	2.341449546
M300_3LV	Liver	2.345264648
SRR8793323	Liver	2.351179396
Z300_3LV	Liver	2.354416897
SRR7138107	Liver	2.355931335
SRR6253566	Liver	2.361162525
ERR2206070	Liver	2.369937952
W180_1LV	Liver	2.374197069
SRR1107729	Liver	2.386141579
SRR7138103	Liver	2.407948743
SRR10764531	Liver	2.408754516
SRR6043997	Liver	2.442178101
SRR7800933	Liver	2.442178101
SRR689226	Liver	2.452953297
ERR2206073	Liver	2.454998363
SRR3621734	Liver	2.46631832
CNR0262786	Liver	2.470315075
ERR789446	Liver	2.477639252
SRR3621733	Liver	2.487892243
M30_3LV	Liver	2.494987711
SRR7041918	Liver	2.51420863
CNR0262742	Liver	2.515870114
SRR10799607	Liver	2.531161343
SRR7041934	Liver	2.540753395
ERR1815469	Liver	2.568772482
ERR972388	Liver	2.568772482
SRR10764520	Liver	2.569303938
SRR7138111	Liver	2.577246569
SRR6253565	Liver	2.585661798
SRR8793322	Liver	2.609803414
Z180_3LV	Liver	2.618408057
SRR12697115	Liver	2.634373014
ERR1331666	Liver	2.635103116
W300_1LV	Liver	2.64318062
SRR5801716	Liver	2.653674809
SRR8793320	Liver	2.660101917
ERR789430	Liver	2.663982134
SRR6253564	Liver	2.664959488
SRR5801715	Liver	2.699610041
SRR8793321	Liver	2.717609749
SRR10095861	Liver	2.720913418
Z30_1LV	Liver	2.740360514
SRR12697114	Liver	2.740922165
SRR5042847	Liver	2.78086649
CNR0262776	Liver	2.780944367
SRR10799630	Liver	2.782659547
CNR0262760	Liver	2.789266847
Z30_3LV	Liver	2.791849695
SRR5042830	Liver	2.797935178
Z180_1LV	Liver	2.80760222
SRR8793325	Liver	2.809979269
SRR5042824	Liver	2.813134514
SRR3621735	Liver	2.820572956
SRR3621731	Liver	2.826348759
SRR776498	Liver	2.857327953
SRR10799629	Liver	2.874125322
SRR6253562	Liver	2.889842249
SRR776501	Liver	2.906131731
Y180_1L	Liver	2.911488344
SRR1107727	Liver	2.934144882
SRR6043994	Liver	2.942557481
SRR7800930	Liver	2.942557481
SRR8310839	Liver	2.964851795
SRR6043993	Liver	2.98481116
SRR7800931	Liver	2.98481116
ERR1464210	Liver	3.00337808
SRR3159989	Liver	3.013538189
SRR10799603	Liver	3.025322089
SRR7903784	Liver	3.026853164
SRR2976589	Liver	3.027233865
ERR1331727	Liver	3.057827836
ERR1464209	Liver	3.081861453
SRR10764685	Liver	3.11510834
SRR7903785	Liver	3.130779181
Y30_2LV	Liver	3.133937302
SRR8631869	Liver	3.135926354
SRR10799623	Liver	3.137298745
ERX2933234	Liver	3.143960687
SRR8379834	Liver	3.173677696
Y30_3LV	Liver	3.222685722
ERX2933243	Liver	3.230944925
SRR10799624	Liver	3.231621028
SRR10799626	Liver	3.263857109
SRR6043990	Liver	3.277658245
SRR7800932	Liver	3.277658245
ERR2664189	Liver	3.283418074
SRR10799625	Liver	3.286741306
SRR1107728	Liver	3.293306618
SRR1107730	Liver	3.307092732
ERX2933217	Liver	3.312661108
SRR9030204	Liver	3.328589629
SRR653844	Liver	3.3337028
SRR7903791	Liver	3.340621514
SRR5190477	Liver	3.34426352
SRR10799612	Liver	3.359840344
ERX2933216	Liver	3.362517861
ERR789438	Liver	3.365498121
SRR10799600	Liver	3.371297899
ERX2933215	Liver	3.386708327
ERX2933212	Liver	3.388121603
SRR10799596	Liver	3.390205421
SRR8379831	Liver	3.400626729
SRR6043996	Liver	3.408054484
ERR2664193	Liver	3.415473398
ERX2933218	Liver	3.421277841
SRR5115709	Liver	3.434210002
SRR6253563	Liver	3.438219916
W180_2LV	Liver	3.467185298
SRR6043992	Liver	3.469901471
ERR3417937	Liver	3.479016573
SRX1472838	Liver	3.482922997
ERR2664195	Liver	3.483492319
ERX2933241	Liver	3.498822853
SRR8379832	Liver	3.509664936
SRR10799604	Liver	3.510036779
SRR8631871	Liver	3.516907475
SRR10799602	Liver	3.518772799
SRX1472844	Liver	3.520560414
SRR10799616	Liver	3.522054996
ERR2664191	Liver	3.528846705
SRR10764674	Liver	3.531495374
SRR5115708	Liver	3.549925408
ERX2933220	Liver	3.555862036
ERR1331726	Liver	3.55660758
SRR5027062	Liver	3.596933473
SRR10799598	Liver	3.59809801
SRR5190469	Liver	3.613395038
SRX1472842	Liver	3.616196408
ERX2933211	Liver	3.625692831
ERR1815479	Liver	3.629130668
SRX1472836	Liver	3.634570036
SRR6203155	Liver	3.639342966
SRR10799614	Liver	3.66376689
Z300_2LV	Liver	3.664646215
SRR8631870	Liver	3.669956732
SRR5115711	Liver	3.675403045
SRR10799606	Liver	3.680702874
Y30_1LV	Liver	3.68313184
SRR8241520	Liver	3.683256056
ERX2933237	Liver	3.684848017
ERX2933210	Liver	3.699654678
SRR10799608	Liver	3.705165231
ERX2933236	Liver	3.70815964
ERX2933235	Liver	3.713203103
SRR1118244	Liver	3.71975241
SRX1472839	Liver	3.744801661
SRR10799611	Liver	3.763981634
ERX2933233	Liver	3.767070717
SRR10799634	Liver	3.781110814
SRR2170107	Liver	3.782845292
SRR10799635	Liver	3.78449477
SRR8379829	Liver	3.791594056
SRR10799632	Liver	3.797381181
SRR10799597	Liver	3.800354497
ERX2933238	Liver	3.820856181
SRX1472840	Liver	3.826868057
SRR3160069	Liver	3.839185442
SRR6203154	Liver	3.841728625
ERX2933219	Liver	3.846534636
SRR3160019	Liver	3.847226562
SRR10799595	Liver	3.858242348
SRR636882	Liver	3.858368779
SRX1472837	Liver	3.860404378
ERX2933239	Liver	3.873739389
SRR8631867	Liver	3.876428246
SRR10799617	Liver	3.878359865
SRX1472843	Liver	3.887080014
SRR10799609	Liver	3.892624753
ERX2933213	Liver	3.901089316
ERX2933209	Liver	3.905409342
SRR10799621	Liver	3.910169863
SRR6203150	Liver	3.911748042
SRR8241522	Liver	3.912030216
SRR6043991	Liver	3.916607245
SRR10799622	Liver	3.928579534
SRR10799620	Liver	3.938557083
ERX2933244	Liver	3.948041227
SRR8728056	Liver	3.954181604
SRR8631868	Liver	3.956051726
SRR6203142	Liver	3.971006657
SRR5190479	Liver	3.972583023
SRR6203136	Liver	3.977144624
SRX1472841	Liver	3.981179086
SRR8241517	Liver	3.992491193
SRR5190467	Liver	4.006184992
SRR5868417	Liver	4.033312339
SRR5868418	Liver	4.035466084
SRR10799613	Liver	4.038148703
SRR8379830	Liver	4.043121101
SRR8318482	Liver	4.055061046
SRR3160009	Liver	4.055835717
ERX2933214	Liver	4.056661123
SRR3160049	Liver	4.056931242
SRR10799619	Liver	4.062671773
SRR6043995	Liver	4.067359581
SRR8241516	Liver	4.079027572
SRR10799601	Liver	4.079796308
SRR8241521	Liver	4.080790331
SRR8728057	Liver	4.092243048
ERR3417918	Liver	4.113352117
SRR8728055	Liver	4.12834628
SRR8241523	Liver	4.129446156
SRR6203144	Liver	4.131451612
SRR3160059	Liver	4.14130117
SRR8141422	Liver	4.14287844
ERX2933242	Liver	4.157288559
SRR8141425	Liver	4.170737491
SRR5868414	Liver	4.174211606
SRR636881	Liver	4.203222695
SRX1472845	Liver	4.216255016
SRR8510420	Liver	4.221940246
SRR3160039	Liver	4.226871393
SRR10799628	Liver	4.236740419
SRR8728052	Liver	4.243247954
SRR8141431	Liver	4.259006751
SRR6203143	Liver	4.27040642
SRR8141418	Liver	4.275818112
SRR10799633	Liver	4.286476368
SRR8141428	Liver	4.287507165
ERX2933240	Liver	4.287519059
SRR8379833	Liver	4.299279318
SRR8141426	Liver	4.307351434
SRR6203129	Liver	4.319501679
SRR10799599	Liver	4.32224704
SRR8141416	Liver	4.33406014
SRR8141419	Liver	4.338673994
SRR5868413	Liver	4.35381347
SRR8141430	Liver	4.35849128
SRR5190481	Liver	4.360702505
SRR10799636	Liver	4.363484188
SRR8141429	Liver	4.410271763
SRR8728058	Liver	4.420236542
SRR8141427	Liver	4.430018992
SRR10799605	Liver	4.440412216
SRR10799610	Liver	4.440659578
SRR8141421	Liver	4.444149284
SRR8631866	Liver	4.459679872
SRR10799627	Liver	4.483780378
SRR8141420	Liver	4.487646933
SRR8510423	Liver	4.499949311
SRR5112953	Liver	4.529666988
SRR6261052	Liver	4.539925749
SRR8141423	Liver	4.541249978
ERR3417924	Liver	4.567241021
SRR8141417	Liver	4.570624011
SRR10799615	Liver	4.570829144
SRR8141424	Liver	4.598230482
SRR5868416	Liver	4.657406491
SRR5868415	Liver	4.662069087
SRX197296	Liver	4.664207473
SRR5190465	Liver	4.667241688
SRR3160029	Liver	4.668678809
SRR8510415	Liver	4.720463825
SRR5112954	Liver	4.787198823
SRR8510426	Liver	4.793579121
SRR8728054	Liver	4.794262075
SRR3159999	Liver	4.814248318
SRR8510418	Liver	4.998721612
SRR8510424	Liver	5.082816849
SRR8510421	Liver	5.13533252
SRR8510425	Liver	5.256553328
SRR5112955	Liver	5.303910475
SRR8510414	Liver	5.350412911
SRR10821951	Lung	0
SRR10821954	Lung	0
SRR10821962	Lung	0
SRR3160001	Lung	0
SRR3160031	Lung	0
SRR5190409	Lung	0
SRR9637293	Lung	0.564934164
ERX1886707	Lung	2.256602199
SRR11939223	Lung	2.309079248
SRR1048200	Lung	2.629261953
SRR11939222	Lung	2.668808984
SRR11939221	Lung	2.824414518
SRR9302355	Lung	2.923614344
SRR9637294	Lung	3.188511386
SRR9302356	Lung	3.347460433
ERX1886705	Lung	3.622299971
ERX1886676	Lung	3.732986569
SRR9302354	Lung	3.877877325
SRR3892835	Lung	3.992827424
CNR0262759	Lung	4.033899475
CNR0262750	Lung	4.052602045
SRR10764634	Lung	4.149909424
ERX1886690	Lung	4.408332594
SRR10764633	Lung	4.433704207
CNR0262777	Lung	4.50704215
SRR2564760	Lung	4.596710196
SRR5802418	Lung	4.736686261
SRR3892841	Lung	4.850440505
SRR12697120	Lung	4.851459424
SRR5802417	Lung	4.900808664
CNR0262741	Lung	4.906236474
SRR5802416	Lung	4.918986755
SRR5802415	Lung	4.938885567
SRR9114677	Lung	5.076386529
SRR9114669	Lung	5.144715379
CNR0262787	Lung	5.226862532
SRR9114668	Lung	5.233556753
SRR7624147	Lung	5.251730528
CNR0262768	Lung	5.25216429
ERR1464211	Lung	5.260823774
SRR1048422	Lung	5.346886206
SRR9114671	Lung	5.391229427
ERR1815485	Lung	5.416585086
SRR12697121	Lung	5.425174303
SRR7624150	Lung	5.477915275
SRR10821957	Lung	5.561696601
SRR7624149	Lung	5.574463984
SRR9943947	Lung	5.575683547
SRR7624145	Lung	5.661983865
SRR1610284	Lung	5.662279228
SRR7624146	Lung	5.683138046
SRR1047797	Lung	5.691132203
SRR10821958	Lung	5.694310021
SRR9114670	Lung	5.742078074
SRR7903792	Lung	5.766584323
ERR1464212	Lung	5.812847587
SRR1047809	Lung	5.828543644
SRR1048368	Lung	5.846630408
SRR9114675	Lung	5.896017587
SRR3160061	Lung	5.908092004
SRR9114673	Lung	5.928490093
SRR9114679	Lung	5.958946072
SRR9114672	Lung	5.974375834
SRR8318484	Lung	6.021281654
SRR3160041	Lung	6.057329154
SRR10821945	Lung	6.069732688
SRR3160021	Lung	6.086626515
SRR9943945	Lung	6.0994369
SRR5190395	Lung	6.100412376
SRR2662927	Lung	6.106269875
SRR7624148	Lung	6.132822837
SRR10821947	Lung	6.144522695
SRR3159991	Lung	6.151848692
SRR10821949	Lung	6.161882685
SRR10821959	Lung	6.191682699
SRR5190415	Lung	6.20796477
SRR7903787	Lung	6.251849857
SRR1048153	Lung	6.256294714
SRR8052083	Lung	6.259048795
ERR789447	Lung	6.269877116
SRR9943946	Lung	6.281300712
SRR6203156	Lung	6.289088124
SRR10821953	Lung	6.290560774
SRR7903786	Lung	6.297063396
SRR6203157	Lung	6.310218406
SRR9114676	Lung	6.312233179
SRR10821964	Lung	6.312818604
SRR2663407	Lung	6.411460499
SRR653845	Lung	6.418152328
SRR10821967	Lung	6.420375126
SRR8052080	Lung	6.422998809
ERR789431	Lung	6.425507007
SRR9114678	Lung	6.4333494
SRR8052082	Lung	6.437290636
SRR10821965	Lung	6.483084266
SRR9114674	Lung	6.495995053
SRR10821963	Lung	6.509124842
SRR8052078	Lung	6.533490433
SRR5149573	Lung	6.537112472
SRR10821966	Lung	6.55987882
SRR10821955	Lung	6.561320377
SRR6203138	Lung	6.570073575
SRR6203131	Lung	6.656822599
SRR5149560	Lung	6.667571385
SRR5149572	Lung	6.678840626
SRR8052081	Lung	6.688360139
SRR6203124	Lung	6.694075053
SRR10821960	Lung	6.706329191
SRR5149570	Lung	6.730087809
SRR8052079	Lung	6.750876623
SRR10821950	Lung	6.757522395
SRR5149563	Lung	6.763098288
SRR10821961	Lung	6.779840031
SRR6203149	Lung	6.797543745
SRR5149564	Lung	6.804866627
SRR6203130	Lung	6.835123487
SRR6203139	Lung	6.845936753
SRR8052084	Lung	6.902780857
ERR789439	Lung	6.933456984
SRR8052076	Lung	7.005005989
SRR10821952	Lung	7.018273811
SRR5149568	Lung	7.026649487
SRR5149562	Lung	7.147404252
SRR10821956	Lung	7.148668454
SRR8052085	Lung	7.207376935
SRR5190398	Lung	7.223140046
SRR10821968	Lung	7.539991673
SRR3160011	Lung	7.567649355
SRR3160051	Lung	7.869062433
SRR10821946	Lung	8.136596164
SRR10821948	Lung	8.176374683
SRR5190393	Lung	8.628722817
SRR5190412	Lung	9.099918529
ERR789448	Lymph	0.976750747
ERR789432	Lymph	1.024867856
ERX1886671	Lymph	1.284803117
ERX1886681	Lymph	1.844619053
ERX1886672	Lymph	1.881319662
ERR789440	Lymph	1.935868548
ERX1886682	Lymph	1.968096283
SRR5802615	Lymph	3.007125339
SRR5802613	Lymph	3.012321052
SRR5802612	Lymph	3.142020279
SRR5802614	Lymph	3.186287402
SRR6203158	Lymph	3.66553717
SRR6266886	Lymph	3.8283968
SRR6266890	Lymph	3.873279224
SRR6203160	Lymph	3.886286751
SRR6266860	Lymph	3.979438778
SRR6203148	Lymph	4.033405733
SRR6203125	Lymph	4.076852017
SRR6203135	Lymph	4.156861664
SRR6266880	Lymph	4.290799185
SRR6266858	Lymph	4.302175798
SRR6266892	Lymph	4.302439185
SRR6203133	Lymph	4.349494155
SRR6266897	Lymph	4.367581513
SRR6266882	Lymph	4.383471991
SRR6203147	Lymph	4.393042847
SRR6266864	Lymph	4.432165239
SRR6203126	Lymph	4.443049887
ERR1815486	Lymph	4.443506866
SRR6266895	Lymph	4.553189496
SRR6266874	Lymph	4.565418656
SRR6266870	Lymph	4.652639304
SRR10357134	Oocyte	0
SRR10907229	Oocyte	0
SRR2088056	Oocyte	0
SRR2088738	Oocyte	0
SRR5817627	Oocyte	0
SRR5817628	Oocyte	0
SRR5817629	Oocyte	0
SRR8492025	Oocyte	0
SRR8492033	Oocyte	0
SRR9282913	Oocyte	0
SRR9282914	Oocyte	0
SRR9282915	Oocyte	0
DRR054946	Oocyte	0.03386768
DRR054945	Oocyte	0.105067887
DRR054948	Oocyte	0.191323866
SRR10357133	Oocyte	0.287206309
DRR054947	Oocyte	0.317374696
DRR054951	Oocyte	2.38026288
DRR054952	Oocyte	3.242164525
DRR054950	Oocyte	3.367782566
DRR054949	Oocyte	3.732156624
SRR9308561	Ovary	0.06647225
SRR9308560	Ovary	0.13469015
SRR10015214	Ovary	0.14175844
SRR11939212	Ovary	0.332868304
SRR11939211	Ovary	0.52561389
